A Abreviation,Dog,H Abreviation,Matchup ID,Schedule Date,Schedule Playoff,Schedule Week,Stadium,Team Favorite Id,Team ID,Team's playing,Team_Season,Opponent Score,Schedule Season,Score Away,Score Home,Spread,Team Score
MIA,MIA,IND,INDMIA,11/26/2000,FALSE,13,RCA Dome,IND,IND,MIA@IND,2000_IND,17,2000,17,14,-5.5,14
TEN,JAX,JAX,JAXTEN,11/26/2000,FALSE,13,EverBank Field,TEN,JAX,TEN@JAX,2000_JAX,13,2000,13,16,3,16
CHI,CHI,NYJ,CHINYJ,11/26/2000,FALSE,13,Giants Stadium,NYJ,NYJ,CHI@NYJ,2000_NYJ,10,2000,10,17,-7,17
ATL,ATL,LVR,ATLLVR,11/26/2000,FALSE,13,Oakland Coliseum,LVR,LVR,ATL@LVR,2000_LVR,14,2000,14,41,-11,41
KC,LAC,LAC,KCLAC,11/26/2000,FALSE,13,Qualcomm Stadium,KC,LAC,KC@LAC,2000_LAC,16,2000,16,17,3,17
DEN,SEA,SEA,DENSEA,11/26/2000,FALSE,13,Husky Stadium,DEN,SEA,DEN@SEA,2000_SEA,38,2000,38,31,3,31
NO,NO,LAR,LARNO,11/26/2000,FALSE,13,Edward Jones Dome,LAR,LAR,NO@LAR,2000_LAR,31,2000,31,24,-13.5,24
BUF,BUF,TB,BUFTB,11/26/2000,FALSE,13,Raymond James Stadium,TB,TB,BUF@TB,2000_TB,17,2000,17,31,-4,31
PHI,PHI,WAS,PHIWAS,11/26/2000,FALSE,13,FedEx Field,WAS,WAS,PHI@WAS,2000_WAS,23,2000,23,20,-7,20
GB,Pick,CAR,CARGB,11/27/2000,FALSE,13,Bank of America Stadium,PICK,CAR,GB@CAR,2000_CAR,14,2000,14,31,0,31
DET,DET,MIN,DETMIN,11/30/2000,FALSE,14,Hubert H. Humphrey Metrodome,MIN,MIN,DET@MIN,2000_MIN,17,2000,17,24,-9,24
SEA,Pick,ATL,ATLSEA,12/3/2000,FALSE,14,Georgia Dome,PICK,ATL,SEA@ATL,2000_ATL,30,2000,30,10,0,10
MIA,MIA,BUF,BUFMIA,12/3/2000,FALSE,14,Ralph Wilson Stadium,BUF,BUF,MIA@BUF,2000_BUF,33,2000,33,6,-3.5,6
LAR,CAR,CAR,CARLAR,12/3/2000,FALSE,14,Bank of America Stadium,LAR,CAR,LAR@CAR,2000_CAR,3,2000,3,16,8,16
GB,CHI,CHI,CHIGB,12/3/2000,FALSE,14,Soldier Field,GB,CHI,GB@CHI,2000_CHI,28,2000,28,6,2.5,6
ARI,ARI,CIN,ARICIN,12/3/2000,FALSE,14,Paul Brown Stadium,CIN,CIN,ARI@CIN,2000_CIN,13,2000,13,24,-4,24
CLE,CLE,JAX,CLEJAX,12/3/2000,FALSE,14,EverBank Field,JAX,JAX,CLE@JAX,2000_JAX,0,2000,0,48,-14.5,48
DEN,Pick,NO,DENNO,12/3/2000,FALSE,14,Louisiana Superdome,PICK,NO,DEN@NO,2000_NO,38,2000,38,23,0,23
IND,IND,NYJ,INDNYJ,12/3/2000,FALSE,14,Giants Stadium,NYJ,NYJ,IND@NYJ,2000_NYJ,17,2000,17,27,-2.5,27
TEN,PHI,PHI,PHITEN,12/3/2000,FALSE,14,Veterans Stadium,TEN,PHI,TEN@PHI,2000_PHI,15,2000,15,13,3,13
LVR,PIT,PIT,LVRPIT,12/3/2000,FALSE,14,Three Rivers Stadium,LVR,PIT,LVR@PIT,2000_PIT,20,2000,20,21,3,21
SF,LAC,LAC,LACSF,12/3/2000,FALSE,14,Qualcomm Stadium,SF,LAC,SF@LAC,2000_LAC,45,2000,45,17,2.5,17
DAL,DAL,TB,DALTB,12/3/2000,FALSE,14,Raymond James Stadium,TB,TB,DAL@TB,2000_TB,7,2000,7,27,-10,27
NYG,NYG,WAS,NYGWAS,12/3/2000,FALSE,14,FedEx Field,WAS,WAS,NYG@WAS,2000_WAS,9,2000,9,7,-6,7
KC,KC,NE,KCNE,12/4/2000,FALSE,14,Foxboro Stadium,NE,NE,KC@NE,2000_NE,24,2000,24,30,-1,30
LAC,LAC,BAL,BALLAC,12/10/2000,FALSE,15,M&T Bank Stadium,BAL,BAL,LAC@BAL,2000_BAL,3,2000,3,24,-13.5,24
NE,NE,CHI,CHINE,12/10/2000,FALSE,15,Soldier Field,CHI,CHI,NE@CHI,2000_CHI,17,2000,17,24,-2,24
PHI,CLE,CLE,CLEPHI,12/10/2000,FALSE,15,FirstEnergy Stadium,PHI,CLE,PHI@CLE,2000_CLE,35,2000,35,24,14,24
WAS,DAL,DAL,DALWAS,12/10/2000,FALSE,15,Texas Stadium,WAS,DAL,WAS@DAL,2000_DAL,13,2000,13,32,6,32
SEA,SEA,DEN,DENSEA,12/10/2000,FALSE,15,Mile High Stadium,DEN,DEN,SEA@DEN,2000_DEN,24,2000,24,31,-10,31
DET,DET,GB,DETGB,12/10/2000,FALSE,15,Lambeau Field,GB,GB,DET@GB,2000_GB,13,2000,13,26,-3.5,26
ARI,ARI,JAX,ARIJAX,12/10/2000,FALSE,15,EverBank Field,JAX,JAX,ARI@JAX,2000_JAX,10,2000,10,44,-15,44
CAR,CAR,KC,CARKC,12/10/2000,FALSE,15,Arrowhead Stadium,KC,KC,CAR@KC,2000_KC,14,2000,14,15,-2.5,15
TB,TB,MIA,MIATB,12/10/2000,FALSE,15,Sun Life Stadium,MIA,MIA,TB@MIA,2000_MIA,16,2000,16,13,-2.5,13
PIT,PIT,NYG,NYGPIT,12/10/2000,FALSE,15,Giants Stadium,NYG,NYG,PIT@NYG,2000_NYG,10,2000,10,30,-3.5,30
NYJ,NYJ,LVR,LVRNYJ,12/10/2000,FALSE,15,Oakland Coliseum,LVR,LVR,NYJ@LVR,2000_LVR,7,2000,7,31,-3.5,31
NO,NO,SF,NOSF,12/10/2000,FALSE,15,Candlestick Park,SF,SF,NO@SF,2000_SF,31,2000,31,27,-3,27
MIN,MIN,LAR,LARMIN,12/10/2000,FALSE,15,Edward Jones Dome,LAR,LAR,MIN@LAR,2000_LAR,29,2000,29,40,-3.5,40
CIN,CIN,TEN,CINTEN,12/10/2000,FALSE,15,Nissan Stadium,TEN,TEN,CIN@TEN,2000_TEN,3,2000,3,35,-13,35
BUF,BUF,IND,BUFIND,12/11/2000,FALSE,15,RCA Dome,IND,IND,BUF@IND,2000_IND,20,2000,20,44,-6,44
WAS,PIT,PIT,PITWAS,12/16/2000,FALSE,16,Three Rivers Stadium,WAS,PIT,WAS@PIT,2000_PIT,3,2000,3,24,1,24
LVR,SEA,SEA,LVRSEA,12/16/2000,FALSE,16,Husky Stadium,LVR,SEA,LVR@SEA,2000_SEA,24,2000,24,27,6,27
BAL,ARI,ARI,ARIBAL,12/17/2000,FALSE,16,University of Phoenix Stadium,BAL,ARI,BAL@ARI,2000_ARI,13,2000,13,7,15,7
NE,NE,BUF,BUFNE,12/17/2000,FALSE,16,Ralph Wilson Stadium,BUF,BUF,NE@BUF,2000_BUF,13,2000,13,10,-4.5,10
LAC,LAC,CAR,CARLAC,12/17/2000,FALSE,16,Bank of America Stadium,CAR,CAR,LAC@CAR,2000_CAR,22,2000,22,30,-8.5,30
JAX,CIN,CIN,CINJAX,12/17/2000,FALSE,16,Paul Brown Stadium,JAX,CIN,JAX@CIN,2000_CIN,14,2000,14,17,10.5,17
TEN,CLE,CLE,CLETEN,12/17/2000,FALSE,16,FirstEnergy Stadium,TEN,CLE,TEN@CLE,2000_CLE,24,2000,24,0,16,0
NYG,DAL,DAL,DALNYG,12/17/2000,FALSE,16,Texas Stadium,NYG,DAL,NYG@DAL,2000_DAL,17,2000,17,13,6.5,13
DEN,KC,KC,DENKC,12/17/2000,FALSE,16,Arrowhead Stadium,DEN,KC,DEN@KC,2000_KC,7,2000,7,20,3,20
IND,IND,MIA,INDMIA,12/17/2000,FALSE,16,Sun Life Stadium,MIA,MIA,IND@MIA,2000_MIA,20,2000,20,13,-3,13
GB,GB,MIN,GBMIN,12/17/2000,FALSE,16,Hubert H. Humphrey Metrodome,MIN,MIN,GB@MIN,2000_MIN,33,2000,33,28,-7.5,28
ATL,ATL,NO,ATLNO,12/17/2000,FALSE,16,Louisiana Superdome,NO,NO,ATL@NO,2000_NO,7,2000,7,23,-10,23
DET,DET,NYJ,DETNYJ,12/17/2000,FALSE,16,Giants Stadium,NYJ,NYJ,DET@NYJ,2000_NYJ,10,2000,10,7,-6.5,7
CHI,CHI,SF,CHISF,12/17/2000,FALSE,16,Candlestick Park,SF,SF,CHI@SF,2000_SF,0,2000,0,17,-6,17
LAR,TB,TB,LARTB,12/18/2000,FALSE,16,Raymond James Stadium,LAR,TB,LAR@TB,2000_TB,35,2000,35,38,1,38
SF,SF,DEN,DENSF,12/23/2000,FALSE,17,Mile High Stadium,DEN,DEN,SF@DEN,2000_DEN,9,2000,9,38,-7,38
JAX,JAX,NYG,JAXNYG,12/23/2000,FALSE,17,Giants Stadium,NYG,NYG,JAX@NYG,2000_NYG,25,2000,25,28,-4,28
BUF,BUF,SEA,BUFSEA,12/23/2000,FALSE,17,Husky Stadium,SEA,SEA,BUF@SEA,2000_SEA,42,2000,42,23,-3,23
KC,ATL,ATL,ATLKC,12/24/2000,FALSE,17,Georgia Dome,KC,ATL,KC@ATL,2000_ATL,13,2000,13,29,4.5,29
NYJ,NYJ,BAL,BALNYJ,12/24/2000,FALSE,17,M&T Bank Stadium,BAL,BAL,NYJ@BAL,2000_BAL,20,2000,20,34,-6,34
CHI,CHI,DET,CHIDET,12/24/2000,FALSE,17,Pontiac Silverdome,DET,DET,CHI@DET,2000_DET,23,2000,23,20,-10,20
TB,TB,GB,GBTB,12/24/2000,FALSE,17,Lambeau Field,GB,GB,TB@GB,2000_GB,14,2000,14,17,-2.5,17
MIN,MIN,IND,INDMIN,12/24/2000,FALSE,17,RCA Dome,IND,IND,MIN@IND,2000_IND,10,2000,10,31,-3,31
MIA,NE,NE,MIANE,12/24/2000,FALSE,17,Foxboro Stadium,MIA,NE,MIA@NE,2000_NE,27,2000,27,24,4,24
LAR,NO,NO,LARNO,12/24/2000,FALSE,17,Louisiana Superdome,LAR,NO,LAR@NO,2000_NO,26,2000,26,21,3.5,21
CAR,CAR,LVR,CARLVR,12/24/2000,FALSE,17,Oakland Coliseum,LVR,LVR,CAR@LVR,2000_LVR,9,2000,9,52,-9,52
CIN,CIN,PHI,CINPHI,12/24/2000,FALSE,17,Veterans Stadium,PHI,PHI,CIN@PHI,2000_PHI,7,2000,7,16,-10.5,16
PIT,LAC,LAC,LACPIT,12/24/2000,FALSE,17,Qualcomm Stadium,PIT,LAC,PIT@LAC,2000_LAC,34,2000,34,21,3,21
ARI,ARI,WAS,ARIWAS,12/24/2000,FALSE,17,FedEx Field,WAS,WAS,ARI@WAS,2000_WAS,3,2000,3,20,-7,20
DAL,DAL,TEN,DALTEN,12/25/2000,FALSE,17,Nissan Stadium,TEN,TEN,DAL@TEN,2000_TEN,0,2000,0,31,-13.5,31
IND,MIA,MIA,INDMIA,12/30/2000,TRUE,,Sun Life Stadium,IND,MIA,IND@MIA,2000_MIA,17,2000,17,23,1.5,23
LAR,NO,NO,LARNO,12/30/2000,TRUE,,Louisiana Superdome,LAR,NO,LAR@NO,2000_NO,28,2000,28,31,5.5,31
DEN,DEN,BAL,BALDEN,12/31/2000,TRUE,,M&T Bank Stadium,BAL,BAL,DEN@BAL,2000_BAL,3,2000,3,21,-3.5,21
TB,PHI,PHI,PHITB,12/31/2000,TRUE,,Veterans Stadium,TB,PHI,TB@PHI,2000_PHI,3,2000,3,21,3,21
NO,NO,MIN,MINNO,1/6/2001,TRUE,,Hubert H. Humphrey Metrodome,MIN,MIN,NO@MIN,2000_MIN,16,2000,16,34,-8,34
MIA,MIA,LVR,LVRMIA,1/6/2001,TRUE,,Oakland Coliseum,LVR,LVR,MIA@LVR,2000_LVR,0,2000,0,27,-9,27
PHI,PHI,NYG,NYGPHI,1/7/2001,TRUE,,Giants Stadium,NYG,NYG,PHI@NYG,2000_NYG,10,2000,10,20,-4.5,20
BAL,BAL,TEN,BALTEN,1/7/2001,TRUE,,Nissan Stadium,TEN,TEN,BAL@TEN,2000_TEN,24,2000,24,10,-6,10
MIN,NYG,NYG,MINNYG,1/14/2001,TRUE,,Giants Stadium,MIN,NYG,MIN@NYG,2000_NYG,0,2000,0,41,1,41
BAL,BAL,LVR,BALLVR,1/14/2001,TRUE,,Oakland Coliseum,LVR,LVR,BAL@LVR,2000_LVR,16,2000,16,3,-6,3
NYG,NYG,BAL,BALNYG,1/28/2001,TRUE,,Raymond James Stadium,BAL,BAL,NYG@BAL,2000_BAL,7,2000,7,34,-3,34
CHI,CHI,BAL,BALCHI,9/9/2001,FALSE,1,M&T Bank Stadium,BAL,BAL,CHI@BAL,2001_BAL,6,2001,6,17,-10.5,17
NO,BUF,BUF,BUFNO,9/9/2001,FALSE,1,Ralph Wilson Stadium,NO,BUF,NO@BUF,2001_BUF,24,2001,24,6,1.5,6
NE,Pick,CIN,CINNE,9/9/2001,FALSE,1,Paul Brown Stadium,PICK,CIN,NE@CIN,2001_CIN,17,2001,17,23,0,23
SEA,CLE,CLE,CLESEA,9/9/2001,FALSE,1,FirstEnergy Stadium,SEA,CLE,SEA@CLE,2001_CLE,9,2001,9,6,4,6
TB,DAL,DAL,DALTB,9/9/2001,FALSE,1,Texas Stadium,TB,DAL,TB@DAL,2001_DAL,10,2001,10,6,9,6
DET,DET,GB,DETGB,9/9/2001,FALSE,1,Lambeau Field,GB,GB,DET@GB,2001_GB,6,2001,6,28,-5.5,28
PIT,PIT,JAX,JAXPIT,9/9/2001,FALSE,1,EverBank Field,JAX,JAX,PIT@JAX,2001_JAX,3,2001,3,21,-3,21
LVR,KC,KC,KCLVR,9/9/2001,FALSE,1,Arrowhead Stadium,LVR,KC,LVR@KC,2001_KC,27,2001,27,24,3,24
CAR,CAR,MIN,CARMIN,9/9/2001,FALSE,1,Hubert H. Humphrey Metrodome,MIN,MIN,CAR@MIN,2001_MIN,24,2001,24,13,-10,13
IND,NYJ,NYJ,INDNYJ,9/9/2001,FALSE,1,Giants Stadium,IND,NYJ,IND@NYJ,2001_NYJ,45,2001,45,24,1.5,24
LAR,PHI,PHI,LARPHI,9/9/2001,FALSE,1,Veterans Stadium,LAR,PHI,LAR@PHI,2001_PHI,20,2001,20,17,3,17
WAS,WAS,LAC,LACWAS,9/9/2001,FALSE,1,Qualcomm Stadium,LAC,LAC,WAS@LAC,2001_LAC,3,2001,3,30,-2.5,30
ATL,ATL,SF,ATLSF,9/9/2001,FALSE,1,Candlestick Park,SF,SF,ATL@SF,2001_SF,13,2001,13,16,-3.5,16
MIA,MIA,TEN,MIATEN,9/9/2001,FALSE,1,Nissan Stadium,TEN,TEN,MIA@TEN,2001_TEN,31,2001,31,23,-6.5,23
NYG,NYG,DEN,DENNYG,9/10/2001,FALSE,1,Sports Authority Field at Mile High,DEN,DEN,NYG@DEN,2001_DEN,20,2001,20,31,-7,31
DEN,ARI,ARI,ARIDEN,9/23/2001,FALSE,2,University of Phoenix Stadium,DEN,ARI,DEN@ARI,2001_ARI,38,2001,38,17,8.5,17
CAR,CAR,ATL,ATLCAR,9/23/2001,FALSE,2,Georgia Dome,ATL,ATL,CAR@ATL,2001_ATL,16,2001,16,24,-3.5,24
MIN,CHI,CHI,CHIMIN,9/23/2001,FALSE,2,Soldier Field,MIN,CHI,MIN@CHI,2001_CHI,10,2001,10,17,3,17
BAL,CIN,CIN,BALCIN,9/23/2001,FALSE,2,Paul Brown Stadium,BAL,CIN,BAL@CIN,2001_CIN,10,2001,10,21,7,21
DET,CLE,CLE,CLEDET,9/23/2001,FALSE,2,FirstEnergy Stadium,DET,CLE,DET@CLE,2001_CLE,14,2001,14,24,1.5,24
LAC,DAL,DAL,DALLAC,9/23/2001,FALSE,2,Texas Stadium,LAC,DAL,LAC@DAL,2001_DAL,32,2001,32,21,3.5,21
BUF,BUF,IND,BUFIND,9/23/2001,FALSE,2,RCA Dome,IND,IND,BUF@IND,2001_IND,26,2001,26,42,-10,42
TEN,TEN,JAX,JAXTEN,9/23/2001,FALSE,2,EverBank Field,JAX,JAX,TEN@JAX,2001_JAX,6,2001,6,13,-2,13
NYG,NYG,KC,KCNYG,9/23/2001,FALSE,2,Arrowhead Stadium,KC,KC,NYG@KC,2001_KC,13,2001,13,3,-1.5,3
LVR,LVR,MIA,LVRMIA,9/23/2001,FALSE,2,Sun Life Stadium,MIA,MIA,LVR@MIA,2001_MIA,15,2001,15,18,-1.5,18
NYJ,NE,NE,NENYJ,9/23/2001,FALSE,2,Foxboro Stadium,NYJ,NE,NYJ@NE,2001_NE,10,2001,10,3,1.5,3
LAR,SF,SF,LARSF,9/23/2001,FALSE,2,Candlestick Park,LAR,SF,LAR@SF,2001_SF,30,2001,30,26,6,26
PHI,SEA,SEA,PHISEA,9/23/2001,FALSE,2,Husky Stadium,PHI,SEA,PHI@SEA,2001_SEA,27,2001,27,3,2.5,3
WAS,WAS,GB,GBWAS,9/24/2001,FALSE,2,Lambeau Field,GB,GB,WAS@GB,2001_GB,0,2001,0,37,-8.5,37
ATL,ARI,ARI,ARIATL,9/30/2001,FALSE,3,University of Phoenix Stadium,ATL,ARI,ATL@ARI,2001_ARI,34,2001,34,14,3,14
PIT,BUF,BUF,BUFPIT,9/30/2001,FALSE,3,Ralph Wilson Stadium,PIT,BUF,PIT@BUF,2001_BUF,20,2001,20,3,3,3
GB,CAR,CAR,CARGB,9/30/2001,FALSE,3,Bank of America Stadium,GB,CAR,GB@CAR,2001_CAR,28,2001,28,7,3.5,7
BAL,BAL,DEN,BALDEN,9/30/2001,FALSE,3,Sports Authority Field at Mile High,DEN,DEN,BAL@DEN,2001_DEN,20,2001,20,13,-4.5,13
CLE,CLE,JAX,CLEJAX,9/30/2001,FALSE,3,EverBank Field,JAX,JAX,CLE@JAX,2001_JAX,23,2001,23,14,-8.5,14
TB,MIN,MIN,MINTB,9/30/2001,FALSE,3,Hubert H. Humphrey Metrodome,TB,MIN,TB@MIN,2001_MIN,16,2001,16,20,2.5,20
IND,NE,NE,INDNE,9/30/2001,FALSE,3,Foxboro Stadium,IND,NE,IND@NE,2001_NE,13,2001,13,44,11.5,44
NO,NO,NYG,NONYG,9/30/2001,FALSE,3,Giants Stadium,NYG,NYG,NO@NYG,2001_NYG,13,2001,13,21,-3,21
SEA,SEA,LVR,LVRSEA,9/30/2001,FALSE,3,Oakland Coliseum,LVR,LVR,SEA@LVR,2001_LVR,14,2001,14,38,-10.5,38
DAL,DAL,PHI,DALPHI,9/30/2001,FALSE,3,Veterans Stadium,PHI,PHI,DAL@PHI,2001_PHI,18,2001,18,40,-13.5,40
CIN,CIN,LAC,CINLAC,9/30/2001,FALSE,3,Qualcomm Stadium,LAC,LAC,CIN@LAC,2001_LAC,14,2001,14,28,-6.5,28
MIA,MIA,LAR,LARMIA,9/30/2001,FALSE,3,Edward Jones Dome,LAR,LAR,MIA@LAR,2001_LAR,10,2001,10,42,-6,42
KC,WAS,WAS,KCWAS,9/30/2001,FALSE,3,FedEx Field,KC,WAS,KC@WAS,2001_WAS,45,2001,45,13,3,13
SF,SF,NYJ,NYJSF,10/1/2001,FALSE,3,Giants Stadium,NYJ,NYJ,SF@NYJ,2001_NYJ,19,2001,19,17,-3,17
CHI,CHI,ATL,ATLCHI,10/7/2001,FALSE,4,Georgia Dome,ATL,ATL,CHI@ATL,2001_ATL,31,2001,31,3,-3.5,3
TEN,TEN,BAL,BALTEN,10/7/2001,FALSE,4,M&T Bank Stadium,BAL,BAL,TEN@BAL,2001_BAL,7,2001,7,26,-3.5,26
NYJ,BUF,BUF,BUFNYJ,10/7/2001,FALSE,4,Ralph Wilson Stadium,NYJ,BUF,NYJ@BUF,2001_BUF,42,2001,42,36,4.5,36
LAC,CLE,CLE,CLELAC,10/7/2001,FALSE,4,FirstEnergy Stadium,LAC,CLE,LAC@CLE,2001_CLE,16,2001,16,20,3,20
KC,KC,DEN,DENKC,10/7/2001,FALSE,4,Sports Authority Field at Mile High,DEN,DEN,KC@DEN,2001_DEN,6,2001,6,20,-10,20
NE,NE,MIA,MIANE,10/7/2001,FALSE,4,Sun Life Stadium,MIA,MIA,NE@MIA,2001_MIA,10,2001,10,30,-9.5,30
MIN,MIN,NO,MINNO,10/7/2001,FALSE,4,Louisiana Superdome,NO,NO,MIN@NO,2001_NO,15,2001,15,28,-3.5,28
WAS,WAS,NYG,NYGWAS,10/7/2001,FALSE,4,Giants Stadium,NYG,NYG,WAS@NYG,2001_NYG,9,2001,9,23,-14,23
DAL,DAL,LVR,DALLVR,10/7/2001,FALSE,4,Oakland Coliseum,LVR,LVR,DAL@LVR,2001_LVR,21,2001,21,28,-18,28
ARI,ARI,PHI,ARIPHI,10/7/2001,FALSE,4,Veterans Stadium,PHI,PHI,ARI@PHI,2001_PHI,21,2001,21,20,-14.5,20
CIN,CIN,PIT,CINPIT,10/7/2001,FALSE,4,Heinz Field,PIT,PIT,CIN@PIT,2001_PIT,7,2001,7,16,-5,16
CAR,CAR,SF,CARSF,10/7/2001,FALSE,4,Candlestick Park,SF,SF,CAR@SF,2001_SF,14,2001,14,24,-6.5,24
JAX,SEA,SEA,JAXSEA,10/7/2001,FALSE,4,Husky Stadium,JAX,SEA,JAX@SEA,2001_SEA,15,2001,15,24,3.5,24
GB,GB,TB,GBTB,10/7/2001,FALSE,4,Raymond James Stadium,TB,TB,GB@TB,2001_TB,10,2001,10,14,-3,14
LAR,DET,DET,DETLAR,10/8/2001,FALSE,4,Pontiac Silverdome,LAR,DET,LAR@DET,2001_DET,35,2001,35,0,12.5,0
SF,ATL,ATL,ATLSF,10/14/2001,FALSE,5,Georgia Dome,SF,ATL,SF@ATL,2001_ATL,37,2001,37,31,3,31
NO,CAR,CAR,CARNO,10/14/2001,FALSE,5,Bank of America Stadium,NO,CAR,NO@CAR,2001_CAR,27,2001,27,25,5,25
ARI,ARI,CHI,ARICHI,10/14/2001,FALSE,5,Soldier Field,CHI,CHI,ARI@CHI,2001_CHI,13,2001,13,20,-7,20
CLE,CLE,CIN,CINCLE,10/14/2001,FALSE,5,Paul Brown Stadium,CIN,CIN,CLE@CIN,2001_CIN,14,2001,14,24,-1.5,24
BAL,Pick,GB,BALGB,10/14/2001,FALSE,5,Lambeau Field,PICK,GB,BAL@GB,2001_GB,23,2001,23,31,0,31
LVR,LVR,IND,INDLVR,10/14/2001,FALSE,5,RCA Dome,IND,IND,LVR@IND,2001_IND,23,2001,23,18,-3.5,18
PIT,PIT,KC,KCPIT,10/14/2001,FALSE,5,Arrowhead Stadium,KC,KC,PIT@KC,2001_KC,20,2001,20,17,-2.5,17
DET,DET,MIN,DETMIN,10/14/2001,FALSE,5,Hubert H. Humphrey Metrodome,MIN,MIN,DET@MIN,2001_MIN,26,2001,26,31,-10,31
LAC,NE,NE,LACNE,10/14/2001,FALSE,5,Foxboro Stadium,LAC,NE,LAC@NE,2001_NE,26,2001,26,29,3,29
MIA,NYJ,NYJ,MIANYJ,10/14/2001,FALSE,5,Giants Stadium,MIA,NYJ,MIA@NYJ,2001_NYJ,17,2001,17,21,3,21
DEN,SEA,SEA,DENSEA,10/14/2001,FALSE,5,Husky Stadium,DEN,SEA,DEN@SEA,2001_SEA,21,2001,21,34,6,34
NYG,NYG,LAR,LARNYG,10/14/2001,FALSE,5,Edward Jones Dome,LAR,LAR,NYG@LAR,2001_LAR,14,2001,14,15,-10.5,15
TB,TB,TEN,TBTEN,10/14/2001,FALSE,5,Nissan Stadium,TEN,TEN,TB@TEN,2001_TEN,28,2001,28,31,-3,31
WAS,WAS,DAL,DALWAS,10/15/2001,FALSE,5,Texas Stadium,DAL,DAL,WAS@DAL,2001_DAL,7,2001,7,9,-3,9
BUF,BUF,JAX,BUFJAX,10/18/2001,FALSE,6,EverBank Field,JAX,JAX,BUF@JAX,2001_JAX,13,2001,13,10,-9,10
KC,ARI,ARI,ARIKC,10/21/2001,FALSE,6,University of Phoenix Stadium,KC,ARI,KC@ARI,2001_ARI,16,2001,16,24,2,24
CHI,CHI,CIN,CHICIN,10/21/2001,FALSE,6,Paul Brown Stadium,CIN,CIN,CHI@CIN,2001_CIN,24,2001,24,0,-1,0
BAL,CLE,CLE,BALCLE,10/21/2001,FALSE,6,FirstEnergy Stadium,BAL,CLE,BAL@CLE,2001_CLE,14,2001,14,24,7.5,24
TEN,DET,DET,DETTEN,10/21/2001,FALSE,6,Pontiac Silverdome,TEN,DET,TEN@DET,2001_DET,27,2001,27,24,5.5,24
NE,NE,IND,INDNE,10/21/2001,FALSE,6,RCA Dome,IND,IND,NE@IND,2001_IND,38,2001,38,17,-10.5,17
GB,MIN,MIN,GBMIN,10/21/2001,FALSE,6,Hubert H. Humphrey Metrodome,GB,MIN,GB@MIN,2001_MIN,13,2001,13,35,3,35
ATL,ATL,NO,ATLNO,10/21/2001,FALSE,6,Louisiana Superdome,NO,NO,ATL@NO,2001_NO,20,2001,20,13,-8,13
LAR,NYJ,NYJ,LARNYJ,10/21/2001,FALSE,6,Giants Stadium,LAR,NYJ,LAR@NYJ,2001_NYJ,34,2001,34,14,7,14
DEN,LAC,LAC,DENLAC,10/21/2001,FALSE,6,Qualcomm Stadium,DEN,LAC,DEN@LAC,2001_LAC,10,2001,10,27,2.5,27
PIT,PIT,TB,PITTB,10/21/2001,FALSE,6,Raymond James Stadium,TB,TB,PIT@TB,2001_TB,17,2001,17,10,-5,10
CAR,WAS,WAS,CARWAS,10/21/2001,FALSE,6,FedEx Field,CAR,WAS,CAR@WAS,2001_WAS,14,2001,14,17,3.5,17
PHI,PHI,NYG,NYGPHI,10/22/2001,FALSE,6,Giants Stadium,NYG,NYG,PHI@NYG,2001_NYG,10,2001,10,9,-3,9
IND,KC,KC,INDKC,10/25/2001,FALSE,7,Arrowhead Stadium,IND,KC,IND@KC,2001_KC,35,2001,35,28,3,28
JAX,JAX,BAL,BALJAX,10/28/2001,FALSE,7,M&T Bank Stadium,BAL,BAL,JAX@BAL,2001_BAL,17,2001,17,18,-7.5,18
NYJ,CAR,CAR,CARNYJ,10/28/2001,FALSE,7,Bank of America Stadium,NYJ,CAR,NYJ@CAR,2001_CAR,13,2001,13,12,2.5,12
SF,SF,CHI,CHISF,10/28/2001,FALSE,7,Soldier Field,CHI,CHI,SF@CHI,2001_CHI,31,2001,31,37,-2,37
ARI,DAL,DAL,ARIDAL,10/28/2001,FALSE,7,Texas Stadium,ARI,DAL,ARI@DAL,2001_DAL,3,2001,3,17,3,17
NE,NE,DEN,DENNE,10/28/2001,FALSE,7,Sports Authority Field at Mile High,DEN,DEN,NE@DEN,2001_DEN,20,2001,20,31,-7,31
CIN,CIN,DET,CINDET,10/28/2001,FALSE,7,Pontiac Silverdome,DET,DET,CIN@DET,2001_DET,31,2001,31,27,-3,27
LVR,LVR,PHI,LVRPHI,10/28/2001,FALSE,7,Veterans Stadium,PHI,PHI,LVR@PHI,2001_PHI,20,2001,20,10,-1,10
BUF,BUF,LAC,BUFLAC,10/28/2001,FALSE,7,Qualcomm Stadium,LAC,LAC,BUF@LAC,2001_LAC,24,2001,24,27,-7.5,27
MIA,SEA,SEA,MIASEA,10/28/2001,FALSE,7,Husky Stadium,MIA,SEA,MIA@SEA,2001_SEA,24,2001,24,20,2.5,20
NO,NO,LAR,LARNO,10/28/2001,FALSE,7,Edward Jones Dome,LAR,LAR,NO@LAR,2001_LAR,34,2001,34,31,-12,31
MIN,MIN,TB,MINTB,10/28/2001,FALSE,7,Raymond James Stadium,TB,TB,MIN@TB,2001_TB,14,2001,14,41,-3,41
NYG,WAS,WAS,NYGWAS,10/28/2001,FALSE,7,FedEx Field,NYG,WAS,NYG@WAS,2001_WAS,21,2001,21,35,7.5,35
